ID,Age,Agency,Agency Type,Commision (in value),Destination,Distribution Channel,Duration,Gender,Net Sales,Product Name,Claim
51415,31,EPX,Travel Agency,0.0,UNITED STATES,Online,74,,71.0,Cancellation Plan,0
15745,27,C2B,Airlines,29.44,SINGAPORE,Online,112,M,117.75,Silver Plan,0
26051,57,C2B,Airlines,63.21,SINGAPORE,Online,365,F,252.85,Annual Silver Plan,1
13568,42,JZI,Airlines,10.5,THAILAND,Online,8,F,30.0,Basic Plan,0
49430,52,CWT,Travel Agency,5.94,NORWAY,Online,16,,0.0,Rental Vehicle Excess Insurance,0
33726,38,EPX,Travel Agency,0.0,UNITED STATES,Online,24,,10.0,Cancellation Plan,0
11088,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,58,,29.0,Cancellation Plan,0
23824,36,EPX,Travel Agency,0.0,MYANMAR,Online,247,,21.0,2 way Comprehensive Plan,0
46971,41,CWT,Travel Agency,35.64,AUSTRALIA,Online,79,,59.4,Rental Vehicle Excess Insurance,0
55336,57,JZI,Airlines,7.7,CHINA,Online,8,M,22.0,Basic Plan,0
61867,39,C2B,Airlines,54.0,SINGAPORE,Online,365,M,216.0,Annual Silver Plan,1
52959,50,C2B,Airlines,20.38,SINGAPORE,Online,56,F,81.5,Silver Plan,1
56061,44,LWC,Travel Agency,49.73,FRANCE,Online,31,M,76.5,Single Trip Travel Protect Gold,1
55886,45,JZI,Airlines,12.95,PHILIPPINES,Online,57,F,37.0,Basic Plan,0
18176,36,EPX,Travel Agency,0.0,THAILAND,Online,8,,26.0,2 way Comprehensive Plan,0
31570,36,EPX,Travel Agency,0.0,MALAYSIA,Online,11,,20.0,2 way Comprehensive Plan,1
40034,30,LWC,Travel Agency,16.25,VIET NAM,Online,5,M,25.0,Single Trip Travel Protect Gold,1
15300,36,C2B,Airlines,6.47,SINGAPORE,Online,4,F,25.9,Silver Plan,0
12387,36,EPX,Travel Agency,0.0,GERMANY,Online,20,,57.0,Cancellation Plan,0
12085,26,C2B,Airlines,12.94,SINGAPORE,Online,37,F,51.75,Bronze Plan,0
52625,41,C2B,Airlines,22.0,SINGAPORE,Online,55,F,88.0,Gold Plan,0
11950,36,EPX,Travel Agency,0.0,MALAYSIA,Online,24,,20.0,2 way Comprehensive Plan,0
107,48,SSI,Airlines,5.98,SINGAPORE,Online,55,,21.35,Ticket Protector,0
9949,47,C2B,Airlines,72.94,SINGAPORE,Online,386,M,291.75,Annual Silver Plan,0
15252,22,EPX,Travel Agency,0.0,HONG KONG,Online,74,,19.0,Cancellation Plan,0
34749,26,C2B,Airlines,3.38,SINGAPORE,Online,6,F,13.5,Bronze Plan,1
28005,36,EPX,Travel Agency,0.0,HONG KONG,Online,4,,28.0,Cancellation Plan,0
56805,44,LWC,Travel Agency,149.37,UNITED STATES,Online,366,M,229.8,Annual Travel Protect Silver,1
18801,45,C2B,Airlines,97.34,SINGAPORE,Online,365,M,389.35,Annual Gold Plan,0
40800,51,EPX,Travel Agency,0.0,THAILAND,Online,117,,20.0,2 way Comprehensive Plan,0
48567,36,EPX,Travel Agency,0.0,FRANCE,Online,10,,18.0,Cancellation Plan,0
28281,55,JZI,Airlines,6.3,THAILAND,Online,12,F,18.0,Basic Plan,0
58941,66,TST,Travel Agency,10.5,THAILAND,Offline,10,M,30.0,Travel Cruise Protect,0
47490,36,EPX,Travel Agency,0.0,CHINA,Online,131,,64.0,Cancellation Plan,0
24428,43,EPX,Travel Agency,0.0,MALAYSIA,Online,5,,27.0,2 way Comprehensive Plan,0
38845,51,CWT,Travel Agency,53.46,AUSTRALIA,Online,71,,89.1,Rental Vehicle Excess Insurance,1
62543,40,JZI,Airlines,12.25,JAPAN,Online,65,M,35.0,Basic Plan,0
62569,26,C2B,Airlines,4.0,SINGAPORE,Online,4,M,16.0,Bronze Plan,1
14330,36,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,4,M,15.0,Value Plan,0
53095,48,KML,Travel Agency,10.64,INDONESIA,Online,14,M,28.0,Value Plan,0
62233,31,C2B,Airlines,5.63,SINGAPORE,Online,6,M,22.5,Silver Plan,0
46243,59,JZI,Airlines,7.7,THAILAND,Online,7,M,22.0,Basic Plan,0
51699,36,EPX,Travel Agency,0.0,IRELAND,Online,38,,82.0,2 way Comprehensive Plan,0
38065,64,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,31,M,15.0,Value Plan,0
52538,36,EPX,Travel Agency,0.0,MALAYSIA,Online,3,,13.0,Cancellation Plan,0
49279,30,EPX,Travel Agency,0.0,AUSTRALIA,Online,79,,16.0,Cancellation Plan,0
14447,36,EPX,Travel Agency,0.0,CHINA,Online,42,,76.0,2 way Comprehensive Plan,0
38140,26,CWT,Travel Agency,17.82,FRANCE,Online,11,,29.7,Rental Vehicle Excess Insurance,0
8159,36,EPX,Travel Agency,0.0,MALAYSIA,Online,12,,0.0,2 way Comprehensive Plan,0
18289,118,JWT,Airlines,49.6,INDIA,Online,1,M,124.0,Value Plan,0
52588,118,JZI,Airlines,6.3,BRUNEI DARUSSALAM,Online,-1,,18.0,Basic Plan,0
62981,41,C2B,Airlines,64.8,SINGAPORE,Online,365,F,259.2,Annual Silver Plan,1
18075,63,EPX,Travel Agency,0.0,UNITED STATES,Online,68,,80.0,Cancellation Plan,0
45325,29,C2B,Airlines,5.0,SINGAPORE,Online,11,F,20.0,Bronze Plan,1
3856,36,EPX,Travel Agency,0.0,VIET NAM,Online,28,,16.0,Cancellation Plan,0
26050,34,C2B,Airlines,27.25,SINGAPORE,Online,16,M,109.0,Silver Plan,0
62236,25,C2B,Airlines,7.25,SINGAPORE,Online,6,F,29.0,Silver Plan,0
31870,46,EPX,Travel Agency,0.0,HONG KONG,Online,24,,20.0,2 way Comprehensive Plan,0
33025,58,C2B,Airlines,3.38,SINGAPORE,Online,18,F,13.5,Bronze Plan,0
53368,33,C2B,Airlines,54.0,SINGAPORE,Online,401,F,216.0,Annual Silver Plan,0
26377,47,CWT,Travel Agency,5.94,SWITZERLAND,Online,7,,9.9,Rental Vehicle Excess Insurance,1
50481,118,JWT,Airlines,24.0,INDIA,Online,19,F,0.0,Value Plan,0
23536,45,JZI,Airlines,11.55,MALAYSIA,Online,15,M,33.0,Basic Plan,0
14891,24,EPX,Travel Agency,0.0,JAPAN,Online,89,,30.0,Cancellation Plan,0
9322,36,EPX,Travel Agency,0.0,HONG KONG,Online,71,,20.0,2 way Comprehensive Plan,0
14040,36,EPX,Travel Agency,0.0,NETHERLANDS,Online,189,,37.0,Cancellation Plan,0
29642,33,C2B,Airlines,63.21,SINGAPORE,Online,373,M,252.85,Annual Silver Plan,0
20970,28,CWT,Travel Agency,35.64,AUSTRALIA,Online,34,,59.4,Rental Vehicle Excess Insurance,0
16636,36,EPX,Travel Agency,0.0,HONG KONG,Online,37,,23.0,2 way Comprehensive Plan,0
24958,118,EPX,Travel Agency,0.0,MALAYSIA,Offline,10,,20.0,2 way Comprehensive Plan,1
61638,31,C2B,Airlines,4.0,SINGAPORE,Online,8,M,16.0,Bronze Plan,0
16296,31,EPX,Travel Agency,0.0,PERU,Online,191,,22.0,Cancellation Plan,0
47372,77,JZI,Airlines,11.55,MYANMAR,Online,91,M,33.0,Basic Plan,0
15985,26,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,53,,36.0,2 way Comprehensive Plan,0
15178,36,EPX,Travel Agency,0.0,JAPAN,Online,232,,53.0,2 way Comprehensive Plan,1
29433,55,C2B,Airlines,15.88,SINGAPORE,Online,26,F,63.5,Silver Plan,0
34090,36,EPX,Travel Agency,0.0,INDIA,Online,5,,22.0,Cancellation Plan,0
33341,36,EPX,Travel Agency,0.0,MALAYSIA,Online,3,,20.0,1 way Comprehensive Plan,0
40426,31,CWT,Travel Agency,5.94,JAPAN,Online,71,,9.9,Rental Vehicle Excess Insurance,0
16566,56,JZI,Airlines,9.1,"TAIWAN, PROVINCE OF CHINA",Online,15,M,26.0,Basic Plan,0
18642,36,EPX,Travel Agency,0.0,CAMBODIA,Online,79,,24.0,2 way Comprehensive Plan,0
54992,39,C2B,Airlines,40.25,SINGAPORE,Online,366,M,161.0,Annual Silver Plan,1
28767,52,C2B,Airlines,3.75,SINGAPORE,Online,24,F,15.0,Silver Plan,0
6021,52,EPX,Travel Agency,0.0,HONG KONG,Online,144,,112.0,2 way Comprehensive Plan,0
24164,53,C2B,Airlines,15.93,SINGAPORE,Online,13,F,63.7,Gold Plan,0
35209,32,C2B,Airlines,28.25,SINGAPORE,Online,52,M,113.0,Bronze Plan,0
27389,36,EPX,Travel Agency,0.0,INDIA,Online,33,,29.0,Cancellation Plan,0
34308,36,EPX,Travel Agency,0.0,CHINA,Online,21,,30.0,Cancellation Plan,0
41898,36,EPX,Travel Agency,0.0,UNITED ARAB EMIRATES,Online,21,,87.0,2 way Comprehensive Plan,0
7233,118,JWT,Airlines,28.8,INDIA,Online,16,F,72.0,Value Plan,0
58723,42,EPX,Travel Agency,0.0,PHILIPPINES,Online,20,,46.0,1 way Comprehensive Plan,0
20859,26,EPX,Travel Agency,0.0,MALAYSIA,Online,11,,10.0,Cancellation Plan,0
46704,58,JZI,Airlines,12.25,AUSTRALIA,Online,150,M,35.0,Basic Plan,0
10958,39,CWT,Travel Agency,11.88,MALAYSIA,Online,20,,19.8,Rental Vehicle Excess Insurance,0
56506,50,C2B,Airlines,8.38,SINGAPORE,Online,6,M,33.5,Gold Plan,1
3083,49,EPX,Travel Agency,0.0,SINGAPORE,Online,52,,20.0,2 way Comprehensive Plan,0
39699,74,C2B,Airlines,6.25,SINGAPORE,Online,9,F,25.0,Silver Plan,0
28956,42,CWT,Travel Agency,17.82,THAILAND,Online,11,,29.7,Rental Vehicle Excess Insurance,0
41232,48,ART,Airlines,4.65,PHILIPPINES,Online,5,M,13.28,24 Protect,0
61634,30,C2B,Airlines,8.38,SINGAPORE,Online,12,F,33.5,Bronze Plan,0
46594,36,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,90,,52.0,2 way Comprehensive Plan,0
48226,24,C2B,Airlines,9.75,SINGAPORE,Online,11,F,39.0,Silver Plan,1
29558,36,EPX,Travel Agency,0.0,INDIA,Online,2,,23.0,Cancellation Plan,0
39597,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,59,,39.0,Cancellation Plan,0
39371,60,EPX,Travel Agency,0.0,UNITED STATES,Online,95,,76.0,Cancellation Plan,0
29220,36,C2B,Airlines,2.88,SINGAPORE,Online,6,F,11.5,Bronze Plan,0
36469,36,EPX,Travel Agency,0.0,VIET NAM,Online,19,,25.0,2 way Comprehensive Plan,1
36469,36,EPX,Travel Agency,0.0,VIET NAM,Online,19,,25.0,2 way Comprehensive Plan,1
60959,24,EPX,Travel Agency,0.0,SINGAPORE,Online,6,,10.0,Cancellation Plan,0
29326,23,EPX,Travel Agency,0.0,MALAYSIA,Online,172,,10.0,Cancellation Plan,0
14779,44,JZI,Airlines,6.3,THAILAND,Online,14,F,18.0,Basic Plan,1
19243,36,EPX,Travel Agency,0.0,NETHERLANDS,Online,74,,112.0,2 way Comprehensive Plan,1
44464,30,CWT,Travel Agency,53.46,NORWAY,Online,36,,89.1,Rental Vehicle Excess Insurance,0
40999,36,EPX,Travel Agency,0.0,CHINA,Online,2,,15.0,Cancellation Plan,0
41260,35,C2B,Airlines,70.2,SINGAPORE,Online,396,F,280.8,Annual Silver Plan,0
14906,36,EPX,Travel Agency,0.0,AUSTRALIA,Online,72,,67.0,Cancellation Plan,0
60797,35,EPX,Travel Agency,0.0,CHINA,Online,25,,40.0,2 way Comprehensive Plan,0
35733,36,EPX,Travel Agency,0.0,CHINA,Online,75,,36.0,2 way Comprehensive Plan,1
34552,43,JZI,Airlines,12.95,INDONESIA,Online,57,F,37.0,Basic Plan,0
34268,36,EPX,Travel Agency,0.0,HONG KONG,Online,27,,13.0,Cancellation Plan,1
52635,44,C2B,Airlines,40.25,SINGAPORE,Online,367,F,161.0,Annual Silver Plan,0
36431,51,C2B,Airlines,63.21,SINGAPORE,Online,365,M,252.85,Annual Silver Plan,1
16361,27,C2B,Airlines,97.25,SINGAPORE,Online,364,M,-389.0,Annual Silver Plan,0
60592,56,TST,Travel Agency,10.5,MALAYSIA,Offline,16,M,30.0,Travel Cruise Protect,0
28160,36,EPX,Travel Agency,0.0,VIET NAM,Online,13,,26.0,2 way Comprehensive Plan,0
20090,64,CBH,Travel Agency,9.57,THAILAND,Offline,245,F,29.0,Comprehensive Plan,0
513,22,EPX,Travel Agency,0.0,CANADA,Online,54,,10.0,Cancellation Plan,0
6693,49,JZI,Airlines,9.1,JAPAN,Online,26,M,26.0,Basic Plan,0
56066,39,LWC,Travel Agency,43.55,UNITED STATES,Online,12,F,67.0,Single Trip Travel Protect Platinum,1
12185,36,EPX,Travel Agency,0.0,BRAZIL,Online,22,,57.0,Cancellation Plan,0
48460,26,C2B,Airlines,64.8,SINGAPORE,Online,365,F,259.2,Annual Silver Plan,1
24973,31,C2B,Airlines,63.21,SINGAPORE,Online,364,F,252.85,Annual Silver Plan,1
14251,36,EPX,Travel Agency,0.0,SINGAPORE,Online,30,,15.0,Cancellation Plan,0
51490,34,C2B,Airlines,5.63,SINGAPORE,Online,5,F,22.5,Silver Plan,1
10804,36,EPX,Travel Agency,0.0,CROATIA,Online,71,,107.0,2 way Comprehensive Plan,0
21757,45,CWT,Travel Agency,53.46,UNITED STATES,Online,12,,89.1,Rental Vehicle Excess Insurance,0
20404,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,11,,67.0,2 way Comprehensive Plan,0
16510,35,EPX,Travel Agency,0.0,PERU,Online,326,,38.0,Cancellation Plan,0
63048,57,EPX,Travel Agency,0.0,INDIA,Online,10,,10.0,Cancellation Plan,0
12872,59,EPX,Travel Agency,0.0,HONG KONG,Online,46,,17.0,Cancellation Plan,0
2615,36,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,89,,0.0,Cancellation Plan,0
13172,32,JZI,Airlines,12.25,"KOREA, REPUBLIC OF",Online,176,M,35.0,Basic Plan,0
21083,36,EPX,Travel Agency,0.0,UNITED KINGDOM,Online,12,,80.0,Cancellation Plan,0
43551,65,EPX,Travel Agency,0.0,UNITED STATES,Online,280,,103.0,2 way Comprehensive Plan,0
29289,36,EPX,Travel Agency,0.0,CHINA,Online,37,,27.0,2 way Comprehensive Plan,0
49158,22,JZI,Airlines,19.6,HONG KONG,Online,84,F,56.0,Basic Plan,0
25878,31,CWT,Travel Agency,23.76,AUSTRALIA,Online,22,,39.6,Rental Vehicle Excess Insurance,0
31057,39,CWT,Travel Agency,23.76,SOUTH AFRICA,Online,131,,39.6,Rental Vehicle Excess Insurance,1
46373,36,EPX,Travel Agency,0.0,THAILAND,Online,21,,46.0,2 way Comprehensive Plan,0
10726,44,JZI,Airlines,9.1,CHINA,Online,25,F,26.0,Basic Plan,0
36270,23,C2B,Airlines,3.38,SINGAPORE,Online,4,M,13.5,Bronze Plan,0
10245,36,EPX,Travel Agency,0.0,SPAIN,Online,30,,84.0,2 way Comprehensive Plan,0
40210,45,JZI,Airlines,15.75,CHINA,Online,8,M,45.0,Value Plan,1
24312,36,EPX,Travel Agency,0.0,BRAZIL,Online,101,,10.0,Cancellation Plan,0
3193,43,C2B,Airlines,5.75,SINGAPORE,Online,65,M,23.0,Bronze Plan,0
56438,54,LWC,Travel Agency,27.3,HONG KONG,Online,5,F,42.0,Single Trip Travel Protect Platinum,0
9686,51,C2B,Airlines,5.63,SINGAPORE,Online,1,F,22.5,Silver Plan,0
32172,38,JZI,Airlines,11.55,PHILIPPINES,Online,31,F,33.0,Basic Plan,0
53337,49,C2B,Airlines,5.25,SINGAPORE,Online,11,F,21.0,Bronze Plan,0
44174,36,EPX,Travel Agency,0.0,JAPAN,Online,6,,80.0,Cancellation Plan,0
41070,36,CWT,Travel Agency,17.82,THAILAND,Online,12,,29.7,Rental Vehicle Excess Insurance,0
55924,27,C2B,Airlines,54.0,SINGAPORE,Online,383,F,216.0,Annual Silver Plan,1
26897,28,JZI,Airlines,33.6,UNITED STATES,Online,15,F,96.0,Value Plan,0
8019,59,EPX,Travel Agency,0.0,VIET NAM,Online,15,,20.0,2 way Comprehensive Plan,0
43096,65,EPX,Travel Agency,0.0,THAILAND,Online,2,,31.0,2 way Comprehensive Plan,0
60502,31,EPX,Travel Agency,0.0,THAILAND,Online,38,,10.0,Cancellation Plan,1
49435,32,CWT,Travel Agency,77.22,NEW ZEALAND,Online,73,,128.7,Rental Vehicle Excess Insurance,1
60153,35,EPX,Travel Agency,0.0,INDONESIA,Online,9,,28.0,Cancellation Plan,0
6848,48,SSI,Airlines,2.95,SINGAPORE,Online,27,,10.53,Ticket Protector,0
33439,21,C2B,Airlines,4.63,SINGAPORE,Online,18,M,18.5,Silver Plan,0
19633,54,JZI,Airlines,15.4,CHINA,Online,46,F,44.0,Basic Plan,0
57833,35,EPX,Travel Agency,0.0,CHINA,Online,19,,63.0,Cancellation Plan,0
6299,41,EPX,Travel Agency,0.0,PHILIPPINES,Online,61,,12.0,Cancellation Plan,0
31866,36,EPX,Travel Agency,0.0,THAILAND,Online,27,,25.0,2 way Comprehensive Plan,0
57457,36,EPX,Travel Agency,0.0,JAPAN,Online,6,,17.0,Cancellation Plan,1
58118,35,EPX,Travel Agency,0.0,"KOREA, REPUBLIC OF",Online,29,,61.0,Cancellation Plan,0
56598,34,EPX,Travel Agency,0.0,MALAYSIA,Online,12,,12.0,Cancellation Plan,0
47160,20,TST,Travel Agency,10.5,THAILAND,Offline,62,F,30.0,Travel Cruise Protect,0
24295,36,EPX,Travel Agency,0.0,BELGIUM,Online,18,,74.0,Cancellation Plan,0
53919,25,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,7,F,15.0,Value Plan,0
49175,45,C2B,Airlines,4.0,SINGAPORE,Online,6,F,16.0,Bronze Plan,0
13279,36,EPX,Travel Agency,0.0,BRUNEI DARUSSALAM,Online,13,,54.0,2 way Comprehensive Plan,0
43344,24,JZI,Airlines,7.7,THAILAND,Online,13,M,22.0,Basic Plan,0
35050,70,JZI,Airlines,10.5,MYANMAR,Online,39,F,30.0,Basic Plan,0
60574,50,JZI,Airlines,9.1,CHINA,Online,43,M,26.0,Basic Plan,0
44105,36,EPX,Travel Agency,0.0,CHINA,Online,105,,43.0,2 way Comprehensive Plan,1
11558,36,EPX,Travel Agency,0.0,THAILAND,Online,113,,12.0,Cancellation Plan,0
3085,36,EPX,Travel Agency,0.0,GERMANY,Online,38,,63.0,2 way Comprehensive Plan,0
54461,36,EPX,Travel Agency,0.0,CHINA,Online,77,,16.0,Cancellation Plan,0
16738,36,EPX,Travel Agency,0.0,SINGAPORE,Online,26,,41.0,1 way Comprehensive Plan,0
601,27,C2B,Airlines,18.56,SINGAPORE,Online,16,M,74.25,Silver Plan,1
19022,30,CWT,Travel Agency,17.82,UNITED KINGDOM,Online,13,,29.7,Rental Vehicle Excess Insurance,0
10315,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,60,,22.0,Cancellation Plan,0
35514,36,EPX,Travel Agency,0.0,JAPAN,Online,131,,63.0,2 way Comprehensive Plan,0
42348,48,SSI,Airlines,0.37,SINGAPORE,Online,201,,1.32,Ticket Protector,0
28092,23,C2B,Airlines,13.38,SINGAPORE,Online,32,M,53.5,Bronze Plan,1
21009,36,EPX,Travel Agency,0.0,HONG KONG,Online,31,,21.0,2 way Comprehensive Plan,0
44782,34,CWT,Travel Agency,59.4,GERMANY,Online,11,,99.0,Rental Vehicle Excess Insurance,0
53334,59,C2B,Airlines,4.0,SINGAPORE,Online,3,F,16.0,Bronze Plan,0
57337,35,C2B,Airlines,11.7,SINGAPORE,Online,19,F,46.8,Silver Plan,1
60306,30,CWT,Travel Agency,71.28,NEW ZEALAND,Online,23,,118.8,Rental Vehicle Excess Insurance,0
24707,36,EPX,Travel Agency,0.0,INDIA,Online,18,,20.0,1 way Comprehensive Plan,0
39473,26,C2B,Airlines,11.75,SINGAPORE,Online,40,F,47.0,Bronze Plan,0
57064,36,EPX,Travel Agency,0.0,CHINA,Online,4,,18.0,Cancellation Plan,0
25545,36,EPX,Travel Agency,0.0,VIET NAM,Online,74,,45.0,2 way Comprehensive Plan,0
60345,73,EPX,Travel Agency,0.0,THAILAND,Online,7,,26.0,Cancellation Plan,0
53581,29,C2B,Airlines,4.0,SINGAPORE,Online,5,M,16.0,Bronze Plan,0
47622,45,CWT,Travel Agency,29.7,UNITED KINGDOM,Online,80,,49.5,Rental Vehicle Excess Insurance,0
41462,31,CWT,Travel Agency,17.82,AUSTRALIA,Online,23,,29.7,Rental Vehicle Excess Insurance,0
21721,23,C2B,Airlines,44.69,SINGAPORE,Online,62,F,178.75,Gold Plan,1
51759,54,EPX,Travel Agency,0.0,VIET NAM,Online,15,,10.0,Cancellation Plan,0
47448,36,EPX,Travel Agency,0.0,THAILAND,Online,10,,20.0,2 way Comprehensive Plan,0
60031,45,C2B,Airlines,6.63,SINGAPORE,Online,29,F,26.5,Bronze Plan,1
2660,36,EPX,Travel Agency,0.0,SPAIN,Online,156,,47.0,Cancellation Plan,0
41971,41,JZI,Airlines,6.3,MALAYSIA,Online,2,M,18.0,Basic Plan,0
15926,48,SSI,Airlines,2.0,SINGAPORE,Online,2,,7.15,Ticket Protector,1
43217,33,C2B,Airlines,9.75,SINGAPORE,Online,23,F,39.0,Silver Plan,0
26844,41,EPX,Travel Agency,0.0,SINGAPORE,Online,27,,14.0,Cancellation Plan,0
13057,36,EPX,Travel Agency,0.0,INDIA,Online,17,,37.0,2 way Comprehensive Plan,0
38352,40,CWT,Travel Agency,35.64,AUSTRALIA,Online,49,,59.4,Rental Vehicle Excess Insurance,0
15108,21,JZI,Airlines,43.75,"KOREA, REPUBLIC OF",Online,93,F,125.0,Value Plan,0
40404,50,CWT,Travel Agency,17.82,THAILAND,Online,20,,29.7,Rental Vehicle Excess Insurance,0
37148,58,CWT,Travel Agency,23.76,MALAYSIA,Online,163,,39.6,Rental Vehicle Excess Insurance,0
47586,46,C2B,Airlines,63.38,SINGAPORE,Online,93,F,253.5,Silver Plan,1
26555,31,CWT,Travel Agency,23.76,MALAYSIA,Online,24,,39.6,Rental Vehicle Excess Insurance,1
59418,35,EPX,Travel Agency,0.0,INDIA,Online,4,,50.0,2 way Comprehensive Plan,1
51672,31,CWT,Travel Agency,65.34,AUSTRALIA,Online,192,,108.9,Rental Vehicle Excess Insurance,0
54295,21,EPX,Travel Agency,0.0,UNITED STATES,Online,46,,35.0,1 way Comprehensive Plan,0
23466,36,EPX,Travel Agency,0.0,CHINA,Online,22,,38.0,Cancellation Plan,0
48546,57,EPX,Travel Agency,0.0,AUSTRALIA,Online,10,,44.0,Cancellation Plan,0
16943,36,EPX,Travel Agency,0.0,CHINA,Online,11,,13.0,Cancellation Plan,0
17574,36,CWT,Travel Agency,95.04,CROATIA,Online,85,,158.4,Rental Vehicle Excess Insurance,0
62330,35,EPX,Travel Agency,0.0,CHINA,Online,1,,24.0,1 way Comprehensive Plan,0
31157,84,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,3,F,15.0,Value Plan,0
47253,53,CWT,Travel Agency,17.82,FRANCE,Online,4,,29.7,Rental Vehicle Excess Insurance,0
6428,36,EPX,Travel Agency,0.0,HONG KONG,Online,60,,39.0,2 way Comprehensive Plan,0
4893,36,EPX,Travel Agency,0.0,PHILIPPINES,Online,4,,75.0,1 way Comprehensive Plan,0
56197,36,EPX,Travel Agency,0.0,CHINA,Online,19,,42.0,Cancellation Plan,0
30489,50,C2B,Airlines,63.21,SINGAPORE,Online,364,F,252.85,Annual Silver Plan,1
48068,36,EPX,Travel Agency,0.0,CZECH REPUBLIC,Online,37,,112.0,2 way Comprehensive Plan,1
20344,32,C2B,Airlines,20.64,SINGAPORE,Online,24,F,82.55,Silver Plan,1
49361,42,JZI,Airlines,7.7,HONG KONG,Online,9,F,22.0,Basic Plan,0
61406,43,JZI,Airlines,15.75,CHINA,Online,23,M,45.0,Value Plan,0
13624,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,55,,20.0,2 way Comprehensive Plan,0
48117,36,EPX,Travel Agency,0.0,CHINA,Online,7,,12.0,Cancellation Plan,0
3760,68,CCR,Travel Agency,9.57,THAILAND,Offline,143,M,29.0,Comprehensive Plan,0
21957,44,C2B,Airlines,46.96,SINGAPORE,Online,366,F,187.85,Annual Silver Plan,1
15977,31,CWT,Travel Agency,17.82,FINLAND,Online,13,,29.7,Rental Vehicle Excess Insurance,0
26379,35,CWT,Travel Agency,35.64,AUSTRALIA,Online,34,,59.4,Rental Vehicle Excess Insurance,0
2408,20,EPX,Travel Agency,0.0,UNITED STATES,Online,75,,30.0,2 way Comprehensive Plan,0
5012,35,EPX,Travel Agency,0.0,THAILAND,Online,8,,29.0,2 way Comprehensive Plan,0
19899,34,CWT,Travel Agency,41.58,AUSTRALIA,Online,9,,69.3,Rental Vehicle Excess Insurance,1
36777,36,C2B,Airlines,9.25,SINGAPORE,Online,6,M,37.0,Silver Plan,0
21576,36,EPX,Travel Agency,0.0,THAILAND,Online,11,,10.0,Cancellation Plan,0
27891,49,C2B,Airlines,63.21,SINGAPORE,Online,365,M,252.85,Annual Silver Plan,1
10580,19,C2B,Airlines,8.63,SINGAPORE,Online,14,F,34.5,Bronze Plan,0
15602,58,EPX,Travel Agency,0.0,UNITED STATES,Online,43,,112.0,2 way Comprehensive Plan,1
6316,36,EPX,Travel Agency,0.0,"TAIWAN, PROVINCE OF CHINA",Online,36,,47.0,Cancellation Plan,0
11946,42,EPX,Travel Agency,0.0,UNITED STATES,Online,89,,99.0,2 way Comprehensive Plan,0
4224,48,EPX,Travel Agency,0.0,SAUDI ARABIA,Online,12,,46.0,2 way Comprehensive Plan,0
46752,26,C2B,Airlines,15.5,SINGAPORE,Online,14,F,62.0,Silver Plan,1
50743,72,TST,Travel Agency,10.5,THAILAND,Offline,21,M,30.0,Travel Cruise Protect,0
55074,36,EPX,Travel Agency,0.0,SINGAPORE,Online,6,,10.0,Cancellation Plan,0
60771,24,C2B,Airlines,103.0,SINGAPORE,Online,166,M,412.0,Silver Plan,1
55912,32,C2B,Airlines,5.63,SINGAPORE,Online,9,M,22.5,Silver Plan,1
47892,36,EPX,Travel Agency,0.0,OMAN,Online,20,,80.0,Cancellation Plan,0
4405,69,JZI,Airlines,7.7,CHINA,Online,9,F,22.0,Basic Plan,0
15613,36,EPX,Travel Agency,0.0,JAPAN,Online,44,,40.0,Cancellation Plan,0
61360,35,EPX,Travel Agency,0.0,SINGAPORE,Online,24,,43.0,1 way Comprehensive Plan,0
21668,48,SSI,Airlines,0.22,SINGAPORE,Online,20,,0.77,Ticket Protector,0
39036,28,CWT,Travel Agency,17.82,MALAYSIA,Online,12,,29.7,Rental Vehicle Excess Insurance,1
12862,36,EPX,Travel Agency,0.0,SINGAPORE,Online,22,,10.0,Cancellation Plan,0
4967,66,EPX,Travel Agency,0.0,INDONESIA,Online,5,,0.0,2 way Comprehensive Plan,0
12572,36,EPX,Travel Agency,0.0,CHINA,Online,15,,27.0,Cancellation Plan,0
44757,25,C2B,Airlines,64.8,SINGAPORE,Online,366,F,259.2,Annual Silver Plan,1
49553,51,JZI,Airlines,9.1,CHINA,Online,13,F,26.0,Basic Plan,0
23995,36,CWT,Travel Agency,47.52,AUSTRALIA,Online,49,,79.2,Rental Vehicle Excess Insurance,1
51363,36,EPX,Travel Agency,0.0,CAMBODIA,Online,86,,20.0,2 way Comprehensive Plan,0
53717,36,EPX,Travel Agency,0.0,JAPAN,Online,22,,80.0,Cancellation Plan,0
